data_source,ticker,date_kst,open,high,low,close,volume,loaded_date_kst
source1,066700,2025-04-18,2975,3000,2930,2990,37513,2025-04-18
source1,078350,2025-04-21,9790,10030,9600,9750,38985,2025-04-22
source1,078935,2025-04-17,36300,36300,35850,36200,2136,2025-04-17
source1,0000Z0,2025-04-17,10160,10430,10160,10405,7020,2025-04-17
source1,004970,2025-04-21,9000,9100,8990,9090,19763,2025-04-21
source1,007820,2025-04-14,4660,4730,4620,4705,125548,2025-04-14
source1,025440,2025-04-16,691,718,691,694,56464,2025-04-16
source1,042420,2025-04-18,19650,19860,19320,19720,4652,2025-04-18
source1,000545,2025-04-15,19100,19890,17800,19890,230974,2025-04-15
source1,002140,2025-04-16,2840,2970,2835,2950,568616,2025-04-16
source1,006370,2025-04-21,8000,8050,7650,7860,30251,2025-04-21
source1,009970,2025-04-17,92100,92100,89600,90800,5324,2025-04-18
source1,010280,2025-04-16,795,820,795,813,300009,2025-04-16
source1,011790,2025-04-16,100400,100900,95000,96800,302865,2025-04-17
source1,013310,2025-04-16,2935,2935,2845,2860,278612,2025-04-16
source1,016360,2025-04-22,45700,47600,45400,47200,343774,2025-04-22
source1,042040,2025-04-16,230,234,227,230,180569,2025-04-16
source1,000227,2025-04-22,10860,11480,10860,10960,5689,2025-04-22
source1,0021D0,2025-04-22,9740,9740,9695,9720,810,2025-04-22
source1,010770,2025-04-17,10430,10490,9450,9950,1573323,2025-04-17
source1,011230,2025-04-18,4385,4500,4190,4340,181757,2025-04-18
source1,020560,2025-04-22,9530,9560,9460,9510,40294,2025-04-22
source1,034020,2025-04-21,26050,26850,25600,25800,9719468,2025-04-22
source1,035200,2025-04-22,6200,6600,5600,5620,1851799,2025-04-22
source1,051980,2025-04-22,4570,4695,4400,4520,1892866,2025-04-22
source1,053690,2025-04-18,15560,16030,15480,16030,56407,2025-04-21
source1,002787,2025-04-21,9620,9700,9420,9590,228,2025-04-21
source1,006200,2025-04-18,667,674,659,666,18220,2025-04-18
source1,022100,2025-04-17,23500,24250,23250,24100,598445,2025-04-18
source1,053260,2025-04-16,4085,4140,4030,4075,12901,2025-04-16
source1,059120,2025-04-17,6840,7240,6840,7220,39688,2025-04-17
source1,073110,2025-04-18,6120,6200,5910,6150,10088,2025-04-18
source1,079650,2025-04-16,1263,1300,1257,1289,22689,2025-04-16
source1,00104K,2025-04-14,90600,92900,89900,92400,15082,2025-04-14
source1,001130,2025-04-14,127900,128200,127000,128200,550,2025-04-14
source1,002150,2025-04-21,6480,6550,6460,6510,12507,2025-04-21
source1,005257,2025-04-17,21650,21650,21200,21400,238,2025-04-17
source1,021320,2025-04-15,4260,4340,4180,4295,14744,2025-04-15
source1,037270,2025-04-17,5130,5300,5050,5290,1991240,2025-04-18
source1,037950,2025-04-14,1088,1098,1071,1091,1190646,2025-04-14
source1,091090,2025-04-14,1270,1270,1270,1270,0,2025-04-14
source1,094820,2025-04-15,8500,8770,8420,8710,53417,2025-04-15
source1,123690,2025-04-17,6850,7030,6840,7000,114573,2025-04-17
source1,139660,2025-04-15,8270,8295,8250,8255,813,2025-04-15
source1,283580,2025-04-18,11835,11850,11760,11825,39884,2025-04-18
source1,298020,2025-04-17,208500,212500,208000,211000,8878,2025-04-18
source1,307510,2025-04-21,15530,15605,15405,15445,2984,2025-04-21
source1,315960,2025-04-17,17500,17635,17450,17635,3919,2025-04-17
source1,359090,2025-04-22,1051,1056,1035,1045,173843,2025-04-22
source1,365330,2025-04-17,5110,5230,5060,5190,339269,2025-04-18
source1,413930,2025-04-16,8900,8900,8900,8900,0,2025-04-17
source1,420770,2025-04-22,24150,24450,23800,24100,26992,2025-04-22
source1,439580,2025-04-16,14620,14620,12390,12420,2581726,2025-04-17
source1,455890,2025-04-15,54015,54020,54005,54010,384575,2025-04-15
source1,458870,2025-04-21,13330,13480,12950,13010,33756,2025-04-22
source1,001520,2025-04-16,548,553,541,545,161383,2025-04-16
source1,002310,2025-04-15,6740,6940,6740,6940,168318,2025-04-15
source1,007860,2025-04-22,7050,7290,7050,7290,109560,2025-04-22
source1,033530,2025-04-17,4100,4145,4070,4125,29765,2025-04-17
source1,046890,2025-04-16,6490,6540,6400,6450,92805,2025-04-17
source1,101360,2025-04-18,27050,27350,26100,26400,192175,2025-04-21
source1,137610,2025-04-15,5650,5665,5635,5655,2239,2025-04-15
source1,139480,2025-04-17,85600,88300,85000,86900,106770,2025-04-18
source1,174900,2025-04-16,9010,9270,8920,8960,96852,2025-04-16
source1,253280,2025-04-17,13550,13635,13535,13635,6345,2025-04-17
source1,296640,2025-04-22,7520,7570,7310,7410,39198,2025-04-22
source1,316670,2025-04-15,5820,5845,5750,5820,1631,2025-04-15
source1,337120,2025-04-16,12080,12080,12080,12080,0,2025-04-17
source1,347850,2025-04-18,66300,66300,53300,59200,3054753,2025-04-21
source1,453340,2025-04-16,15340,15400,15110,15310,38980,2025-04-16
source1,456610,2025-04-16,58815,58895,58595,58690,7411,2025-04-16
source1,472720,2025-04-16,11530,11530,11440,11440,80,2025-04-16
source1,475080,2025-04-22,8600,8600,8490,8540,323269,2025-04-22
source1,480260,2025-04-22,53110,53110,53070,53075,12814,2025-04-22
source1,481180,2025-04-17,11350,11555,11345,11555,133522,2025-04-17
source1,497510,2025-04-17,9845,9845,9675,9715,1292,2025-04-17
source1,085670,2025-04-22,4515,4540,4440,4535,66241,2025-04-22
source1,086040,2025-04-21,2920,2920,2870,2870,8852,2025-04-21
source1,102110,2025-04-21,33365,33520,33225,33370,1044013,2025-04-21
source1,122640,2025-04-16,12980,13040,12350,12450,41776,2025-04-17
source1,125210,2025-04-14,5200,5350,5200,5300,61668,2025-04-15
source1,139280,2025-04-16,9965,10070,9965,10005,5225,2025-04-16
source1,156080,2025-04-16,15200,15245,15095,15095,38,2025-04-16
source1,199430,2025-04-14,7400,7580,7270,7400,59043,2025-04-14
source1,289930,2025-04-15,8100,8170,7770,8120,57881,2025-04-15
source1,290270,2025-04-21,3550,3590,3510,3510,30039,2025-04-21
source1,290720,2025-04-21,2120,2185,2095,2120,18307,2025-04-21
source1,388280,2025-04-22,6370,6405,6370,6380,557,2025-04-22
source1,407310,2025-04-16,7555,7555,7450,7450,68,2025-04-16
source1,417310,2025-04-15,4825,4910,4810,4895,26512,2025-04-15
source1,481850,2025-04-21,1572,1575,1560,1571,42463,2025-04-21
source1,001750,2025-04-16,12230,12230,12010,12140,7848,2025-04-17
source1,002320,2025-04-14,18200,18310,18050,18100,24281,2025-04-14
source1,012320,2025-04-16,57600,59800,56200,56600,6909,2025-04-17
source1,012610,2025-04-16,3170,3235,3160,3195,99875,2025-04-16
source1,038460,2025-04-22,3105,3185,3090,3130,41970,2025-04-22
source1,045300,2025-04-16,2845,2845,2785,2815,2742,2025-04-16
source1,052900,2025-04-14,895,910,893,907,80632,2025-04-14
source1,054780,2025-04-16,4285,4470,4280,4445,110848,2025-04-16
source1,075180,2025-04-22,3260,3265,3165,3215,11234,2025-04-22
source1,094170,2025-04-16,19980,20350,19790,19900,130788,2025-04-17
source1,0040X0,2025-04-22,9795,9865,9755,9780,139578,2025-04-22
source1,005385,2025-04-16,138500,139200,137700,138300,57670,2025-04-16
source1,009450,2025-04-14,70500,71300,68500,68700,45656,2025-04-15
source1,011700,2025-04-22,2890,2920,2850,2890,76992,2025-04-22
source1,023810,2025-04-22,5670,5680,5580,5660,12669,2025-04-22
source1,036640,2025-04-18,5140,5160,5110,5150,15805,2025-04-18
source1,042500,2025-04-15,4310,4460,4300,4365,147310,2025-04-15
source1,042660,2025-04-16,77000,79400,75800,77600,4320249,2025-04-17
source1,058850,2025-04-22,2795,2830,2780,2825,345021,2025-04-22
source1,059270,2025-04-22,6260,6480,6210,6480,186849,2025-04-22
source1,073240,2025-04-17,4410,4485,4410,4465,154868,2025-04-18
source1,003650,2025-04-14,108000,108000,103500,106500,1066,2025-04-14
source1,008490,2025-04-14,13250,13390,13050,13250,25683,2025-04-14
source1,010060,2025-04-21,66200,68700,63700,65100,180386,2025-04-22
source1,017940,2025-04-16,59300,59800,58900,59600,8245,2025-04-16
source1,031430,2025-04-21,9550,9610,9410,9480,64119,2025-04-21
source1,039830,2025-04-15,5950,6000,5890,5960,6448,2025-04-15
source1,065530,2025-04-16,1247,1273,1220,1259,35778,2025-04-16
source1,073490,2025-04-14,17760,18060,17480,18010,16331,2025-04-14
source1,071670,2025-04-22,5910,6000,5900,5990,5223,2025-04-22
source1,073240,2025-04-15,4305,4450,4305,4445,268075,2025-04-15
source1,082270,2025-04-14,32000,34250,31050,32800,763729,2025-04-15
source1,090350,2025-04-16,7800,7820,7680,7680,36676,2025-04-16
source1,108380,2025-04-22,17250,17920,17210,17910,56433,2025-04-22
source1,121600,2025-04-14,52500,56800,52500,55800,90761,2025-04-15
source1,138360,2025-04-16,710,729,709,723,156914,2025-04-16
source1,168330,2025-04-22,1920,1954,1890,1949,56208,2025-04-22
source1,171090,2025-04-18,39300,39300,38450,38550,21113,2025-04-21
source1,204620,2025-04-21,5560,5650,5450,5560,666961,2025-04-22
source1,241840,2025-04-21,8980,9000,8650,8720,129339,2025-04-21
source1,272570,2025-04-16,111355,111415,111355,111415,4,2025-04-16
source1,290550,2025-04-16,7170,7170,6950,7000,41580,2025-04-17
source1,304940,2025-04-15,21625,21695,21575,21660,35194,2025-04-15
source1,327260,2025-04-17,5790,5790,5000,5350,193575,2025-04-17
source1,372800,2025-04-18,4765,5940,4665,5940,249158,2025-04-18
source1,401590,2025-04-16,9525,9525,9455,9465,5280,2025-04-16
source1,406820,2025-04-14,12930,15290,12750,13220,433024,2025-04-14
source1,424980,2025-04-22,8150,8600,6690,6830,800797,2025-04-22
source1,438570,2025-04-16,110390,110490,110360,110490,2277,2025-04-16
source1,443060,2025-04-21,175000,175000,159100,159300,167356,2025-04-22
source1,449180,2025-04-14,12465,12545,12450,12530,775820,2025-04-14
source1,449450,2025-04-15,34835,34900,34055,34500,756446,2025-04-15
source1,458250,2025-04-21,38345,38365,37920,37990,448343,2025-04-21
source1,460940,2025-04-18,12480,12630,12000,12390,80074,2025-04-18
source1,469170,2025-04-21,4735,4755,4650,4660,279374,2025-04-21
source1,489000,2025-04-18,10640,10775,10640,10755,71629,2025-04-18
source1,494330,2025-04-17,10680,10680,10615,10645,17855,2025-04-17
source1,083640,2025-04-17,292,304,292,302,365519,2025-04-17
source1,083930,2025-04-15,13550,13780,13420,13730,51471,2025-04-15
source1,086060,2025-04-14,3475,3500,3295,3365,283967,2025-04-14
source1,088340,2025-04-21,24100,27450,22850,25900,1899527,2025-04-21
source1,098120,2025-04-18,10790,11010,10520,10880,151819,2025-04-18
source1,123330,2025-04-14,21300,22700,20900,22450,130067,2025-04-15
source1,128940,2025-04-21,239500,242000,237500,240000,30470,2025-04-22
source1,205500,2025-04-14,2340,2455,2295,2370,678842,2025-04-14
source1,217620,2025-04-21,3810,3810,3810,3810,0,2025-04-21
source1,253840,2025-04-15,5520,5620,5460,5610,111281,2025-04-15
source1,269370,2025-04-18,15125,15125,14990,14990,786,2025-04-18
source1,280360,2025-04-17,119500,120800,118800,120500,10961,2025-04-18
source1,375760,2025-04-22,8195,8240,8160,8195,3847,2025-04-22
source1,461340,2025-04-16,15610,16580,15610,16280,7089,2025-04-16
source1,469150,2025-04-18,12010,12185,11810,12185,69102,2025-04-18
source1,476450,2025-04-17,52175,52182,52175,52175,613,2025-04-17
source1,491010,2025-04-22,10185,10210,9965,9995,33206,2025-04-22
source1,082640,2025-04-18,5750,5970,5630,5950,533258,2025-04-21
source1,092190,2025-04-14,3080,3170,3075,3155,11744,2025-04-14
source1,097870,2025-04-22,6470,6850,6370,6480,357720,2025-04-22
source1,101330,2025-04-21,3110,3140,3085,3110,19584,2025-04-21
source1,123410,2025-04-14,4505,4505,4205,4270,123439,2025-04-15
source1,136410,2025-04-22,8770,8770,8530,8730,24560,2025-04-22
source1,200710,2025-04-22,15150,15760,15030,15260,76099,2025-04-22
source1,251370,2025-04-21,8780,9120,8700,9050,35340,2025-04-21
source1,252500,2025-04-15,798,811,792,809,198550,2025-04-15
source1,260930,2025-04-15,4050,4310,4050,4230,57936,2025-04-15
source1,261070,2025-04-21,13965,13965,13740,13775,27426,2025-04-21
source1,262840,2025-04-18,2420,2425,2355,2375,32906,2025-04-18
source1,269530,2025-04-14,17130,17205,17035,17190,404,2025-04-14
source1,429870,2025-04-22,7395,7395,7275,7295,159,2025-04-22
source1,449780,2025-04-18,13450,13460,13355,13460,54414,2025-04-18
source1,461450,2025-04-22,10905,10942,10885,10942,40,2025-04-22
source1,464280,2025-04-14,12030,12310,12020,12240,25357,2025-04-14
source1,475660,2025-04-14,5320,5520,5210,5350,38181,2025-04-14
source1,477340,2025-04-18,1984,1984,1976,1983,2856,2025-04-18
source1,491220,2025-04-14,38305,38420,38255,38330,27,2025-04-14
source1,0005D0,2025-04-17,9875,10040,9815,9995,81693,2025-04-17
source1,003850,2025-04-21,8570,8670,8500,8610,71996,2025-04-22
source1,008500,2025-04-16,11060,11380,10990,11300,1086,2025-04-16
source1,013990,2025-04-16,7920,8100,7650,7740,3277800,2025-04-17
source1,032685,2025-04-21,7180,7750,6910,6930,72055,2025-04-21
source1,042110,2025-04-22,1433,1449,1427,1446,88038,2025-04-22
source1,065770,2025-04-15,1967,2085,1931,2005,697410,2025-04-15
source1,000020,2025-04-22,6090,6180,6090,6150,47435,2025-04-22
source1,0002C0,2025-04-22,10450,10635,10450,10540,687,2025-04-22
source1,001560,2025-04-16,8480,8560,8360,8460,15556,2025-04-16
source1,009140,2025-04-16,19600,19600,19100,19200,8223,2025-04-16
source1,035620,2025-04-21,411,412,407,412,112369,2025-04-21
source1,043360,2025-04-16,1950,1966,1891,1966,14895,2025-04-16
source1,054210,2025-04-15,4620,4790,4620,4780,59220,2025-04-15
source1,063440,2025-04-18,1565,1587,1536,1571,685896,2025-04-18
source1,088290,2025-04-16,1386,1393,1266,1305,70840,2025-04-16
source1,092130,2025-04-17,14240,14280,14200,14260,2962,2025-04-17
source1,097780,2025-04-22,1050,1077,1001,1038,143443,2025-04-22
source1,100090,2025-04-18,13970,14050,13690,13840,71123,2025-04-21
source1,131370,2025-04-22,3625,3670,3560,3580,603540,2025-04-22
source1,139990,2025-04-21,4010,4020,3955,3980,5239,2025-04-21
source1,204210,2025-04-14,2035,2035,2035,2035,0,2025-04-14
source1,229640,2025-04-17,31000,32550,30550,32050,189166,2025-04-18
source1,309230,2025-04-15,24675,24675,23895,24005,18769,2025-04-15
source1,394280,2025-04-18,13600,13920,13180,13300,93127,2025-04-21
source1,446540,2025-04-22,3400,3520,3400,3470,73003,2025-04-22
source1,453540,2025-04-16,54755,54765,54750,54765,91826,2025-04-16
source1,498860,2025-04-15,9455,9600,9450,9600,3609,2025-04-15
source1,129890,2025-04-21,939,958,939,957,56959,2025-04-21
source1,148070,2025-04-21,117730,117925,117715,117905,6684,2025-04-21
source1,194370,2025-04-21,7630,7780,7580,7650,19634,2025-04-22
source1,247540,2025-04-22,96200,98900,93300,94900,315404,2025-04-22
source1,307750,2025-04-18,3130,3170,3095,3130,17719,2025-04-21
source1,307870,2025-04-18,1027,1059,1006,1013,331672,2025-04-18
source1,328130,2025-04-15,53600,55000,52900,54900,619539,2025-04-15
source1,365000,2025-04-17,3645,3770,3645,3765,367785,2025-04-17
source1,396470,2025-04-15,7390,7490,7310,7490,72689,2025-04-15
source1,414270,2025-04-14,9520,9990,9520,9840,833663,2025-04-14
source1,432720,2025-04-22,13370,13470,13120,13470,192112,2025-04-22
source1,438580,2025-04-16,2130,2130,2120,2125,35020,2025-04-16
source1,450940,2025-04-17,2025,2035,2020,2020,6505,2025-04-17
source1,451060,2025-04-14,10490,10595,10490,10550,25255,2025-04-14
source1,001270,2025-04-17,25800,26150,25400,25700,15698,2025-04-17
source1,006980,2025-04-17,15810,15890,15610,15680,1993,2025-04-17
source1,014130,2025-04-17,3480,3505,3420,3505,15016,2025-04-17
source1,023790,2025-04-16,1034,1081,1010,1010,28231,2025-04-16
source1,026890,2025-04-22,10370,10400,10240,10290,40065,2025-04-22
source1,03481K,2025-04-14,6740,6840,6660,6720,2074,2025-04-14
source1,049120,2025-04-18,985,1001,980,998,24123,2025-04-18
source1,056700,2025-04-14,1629,1638,1616,1632,17061,2025-04-14
source1,068760,2025-04-21,47000,47750,46750,47250,65926,2025-04-22
source1,068930,2025-04-14,7340,7400,7290,7390,12149,2025-04-14
source1,075130,2025-04-15,3455,3970,3300,3590,4941361,2025-04-15
source1,002100,2025-04-14,8790,8870,8710,8850,23316,2025-04-14
source1,017650,2025-04-18,6600,6600,6520,6540,2106,2025-04-18
source1,045520,2025-04-17,4520,4520,4455,4485,2421,2025-04-17
source1,089970,2025-04-21,10730,11080,10610,10830,30445,2025-04-22
source1,091220,2025-04-21,8850,8950,8850,8935,20037,2025-04-21
source1,104830,2025-04-16,19300,19300,18520,18670,59000,2025-04-16
source1,139290,2025-04-18,15110,15325,15055,15320,1023,2025-04-18
source1,150460,2025-04-16,6400,6580,6400,6475,168621,2025-04-16
source1,236810,2025-04-16,3150,3150,3050,3055,113837,2025-04-16
source1,262260,2025-04-18,4980,4980,4830,4945,10699,2025-04-18
source1,290090,2025-04-16,7290,7430,7240,7290,3011,2025-04-16
source1,329180,2025-04-22,349000,366000,343000,365500,311643,2025-04-22
source1,365000,2025-04-14,3610,3690,3605,3680,239805,2025-04-14
source1,389650,2025-04-16,41400,41900,39500,40100,98729,2025-04-17
source1,413640,2025-04-16,13960,14780,13920,14310,425257,2025-04-16
source1,414270,2025-04-17,9455,9455,9335,9430,27219,2025-04-17
source1,450940,2025-04-14,2030,2030,2025,2030,8063,2025-04-14
source1,451060,2025-04-17,10505,10595,10470,10585,32208,2025-04-17
source1,483320,2025-04-15,7020,7060,6950,7005,622142,2025-04-15
source1,488720,2025-04-16,52360,52380,52355,52380,428,2025-04-16
source1,490490,2025-04-15,9905,9980,9905,9975,169217,2025-04-15
source1,090435,2025-04-18,35950,36050,35100,35450,10903,2025-04-18
source1,123890,2025-04-14,2165,2175,2125,2135,217514,2025-04-14
source1,144510,2025-04-21,20750,21150,20500,21000,46444,2025-04-22
source1,215380,2025-04-15,1411,1453,1411,1432,53155,2025-04-15
source1,256440,2025-04-16,8230,8265,8070,8075,12137,2025-04-16
source1,267260,2025-04-18,325000,334500,322500,331000,279528,2025-04-21
source1,271560,2025-04-16,117400,122000,117300,120600,294191,2025-04-17
source1,280940,2025-04-16,4645,4645,4575,4590,46037,2025-04-16
source1,284430,2025-04-14,12860,12885,12790,12845,57890,2025-04-14
source1,318160,2025-04-22,5890,6360,5820,6120,70318,2025-04-22
source1,348210,2025-04-14,62800,64400,55200,57000,116089,2025-04-15
source1,371150,2025-04-14,8500,8500,7730,7750,6682,2025-04-14
source1,401470,2025-04-18,6880,6980,6880,6960,19138,2025-04-18
source1,464580,2025-04-17,5610,5910,5510,5830,82679,2025-04-17
source1,472220,2025-04-21,2115,2120,2110,2120,24220,2025-04-21
source1,479850,2025-04-14,12085,12135,11985,12060,34642,2025-04-14
source1,069460,2025-04-21,1730,1730,1680,1685,476068,2025-04-21
source1,083790,2025-04-22,2050,2055,2025,2045,27750,2025-04-22
source1,095270,2025-04-14,4605,4780,4605,4715,34367,2025-04-14
source1,096630,2025-04-14,661,664,651,664,167320,2025-04-14
source1,099220,2025-04-18,1295,1296,1266,1287,441456,2025-04-18
source1,101330,2025-04-15,3085,3110,3075,3090,44516,2025-04-15
source1,126880,2025-04-18,3895,4275,3880,4200,395110,2025-04-18
source1,153130,2025-04-16,112940,112940,112920,112925,59569,2025-04-16
source1,182490,2025-04-17,12975,12975,12875,12875,14,2025-04-17
source1,238490,2025-04-18,3680,3680,3590,3660,7781,2025-04-18
source1,251370,2025-04-15,8630,8940,8520,8800,22637,2025-04-15
source1,252500,2025-04-21,813,818,802,809,60858,2025-04-21
source1,260930,2025-04-21,4380,4395,4250,4275,19217,2025-04-21
source1,261070,2025-04-15,13850,13850,13425,13675,39363,2025-04-15
source1,280920,2025-04-17,10905,10905,10780,10890,20,2025-04-17
source1,305090,2025-04-17,10340,10500,9940,10120,154870,2025-04-18
source1,453860,2025-04-18,20800,21450,20600,20650,30926,2025-04-21
source1,000240,2025-04-18,14100,14250,14000,14230,101789,2025-04-21
source1,002795,2025-04-14,8680,8730,8670,8670,4270,2025-04-14
source1,007160,2025-04-14,33300,33800,33000,33650,4280,2025-04-14
source1,024940,2025-04-22,4475,4970,4345,4725,1265275,2025-04-22
source1,065660,2025-04-21,20550,20900,20450,20900,3416,2025-04-21
source1,002420,2025-04-22,5000,5100,4900,5000,9200,2025-04-22
source1,003470,2025-04-21,2715,2755,2700,2750,153566,2025-04-21
source1,005720,2025-04-15,4540,4555,4500,4545,46882,2025-04-15
source1,008260,2025-04-17,3295,3350,3295,3310,26734,2025-04-17
source1,014830,2025-04-14,78700,84100,78700,81700,153024,2025-04-15
source1,027710,2025-04-18,1210,1219,1205,1218,149217,2025-04-18
source1,033160,2025-04-15,6890,6960,6790,6940,60027,2025-04-15
source1,052260,2025-04-15,4185,4230,4145,4210,27292,2025-04-15
source1,117700,2025-04-15,3125,3170,3125,3170,252351,2025-04-15
source1,233740,2025-04-17,6610,6895,6610,6845,28833006,2025-04-17
source1,284620,2025-04-17,1197,1215,1177,1179,45170,2025-04-17
source1,377330,2025-04-15,5000,5390,4960,5290,41076,2025-04-15
source1,415920,2025-04-21,4380,4380,3720,3740,14728,2025-04-21
source1,423920,2025-04-16,12815,13305,12500,12625,628090,2025-04-16
source1,440650,2025-04-17,11730,11765,11710,11730,15850,2025-04-17
source1,451540,2025-04-16,57105,57200,57105,57200,3577,2025-04-16
source1,452430,2025-04-18,15010,16440,14900,16150,133170,2025-04-18
source1,463250,2025-04-14,19080,19275,18700,19180,384466,2025-04-14
source1,474920,2025-04-14,13305,13395,12815,13390,1562,2025-04-14
source1,476000,2025-04-17,6395,6510,6390,6510,19,2025-04-17
source1,336160,2025-04-15,103625,103655,103625,103650,259,2025-04-15
source1,361670,2025-04-16,4270,4385,4105,4190,7082,2025-04-16
source1,430690,2025-04-15,4950,5250,4800,4910,1032103,2025-04-15
source1,451000,2025-04-22,116585,116615,116455,116540,11,2025-04-22
source1,464240,2025-04-18,52810,52810,52805,52810,3303,2025-04-18
source1,473050,2025-04-17,1995,1995,1985,1994,7666,2025-04-17
source1,475630,2025-04-17,1041920,1041925,1041920,1041925,6514,2025-04-17
source1,483420,2025-04-18,8570,8685,8565,8680,8516,2025-04-18
source1,000990,2025-04-18,41700,41700,40050,40650,69922,2025-04-21
source1,003080,2025-04-21,2530,2540,2515,2535,13720,2025-04-21
source1,006800,2025-04-16,9260,9420,9210,9360,455160,2025-04-17
source1,032540,2025-04-21,4795,4850,4775,4850,4575,2025-04-21
source1,035900,2025-04-22,61900,63500,61600,63000,259303,2025-04-22
source1,036420,2025-04-22,8310,8430,8310,8400,20145,2025-04-22
source1,051160,2025-04-17,9150,9290,9050,9290,69266,2025-04-17
source1,052600,2025-04-22,4120,4190,4110,4155,41401,2025-04-22
source1,067170,2025-04-16,2715,2770,2685,2700,74742,2025-04-16
source1,272450,2025-04-22,8890,8910,8600,8710,193136,2025-04-22
source1,433870,2025-04-22,13070,13100,13000,13000,215,2025-04-22
source1,434060,2025-04-17,13415,13555,13415,13550,84095,2025-04-17
source1,437070,2025-04-21,60395,60490,60335,60345,2381,2025-04-21
source1,448740,2025-04-16,10290,10300,10280,10290,2424,2025-04-16
source1,452670,2025-04-21,2005,2005,2000,2005,4,2025-04-21
source1,489730,2025-04-21,1995,2020,1991,1991,32460,2025-04-21
source1,497880,2025-04-16,50090,50095,50085,50095,11050,2025-04-16
source1,000227,2025-04-18,10500,11010,10400,10600,8369,2025-04-18
source1,000760,2025-04-17,10480,10580,10400,10560,193,2025-04-17
source1,001460,2025-04-21,26750,27900,26750,27700,1482,2025-04-21
source1,0021D0,2025-04-18,9785,9835,9735,9830,392,2025-04-18
source1,011230,2025-04-22,4500,4575,4305,4425,155913,2025-04-22
source1,012800,2025-04-16,1386,1386,1320,1321,1022989,2025-04-16
source1,016880,2025-04-15,957,1045,957,1035,1739028,2025-04-15
source1,020560,2025-04-18,9620,9720,9570,9620,74052,2025-04-21
source1,034220,2025-04-15,8150,8270,8090,8230,757572,2025-04-15
source1,035200,2025-04-18,5100,6110,5000,6010,6365526,2025-04-18
source1,051980,2025-04-18,5020,5350,4620,4755,4589169,2025-04-21
source1,053690,2025-04-22,15940,16260,15750,16170,63553,2025-04-22
source1,060230,2025-04-21,610,613,589,601,435845,2025-04-21
source1,062970,2025-04-18,5590,5600,4950,5040,2674219,2025-04-18
source1,066130,2025-04-21,5690,5860,5570,5620,191091,2025-04-21
source1,066570,2025-04-14,69100,69700,68200,69000,730761,2025-04-15
source1,095190,2025-04-15,2085,2135,2045,2120,72221,2025-04-15
source1,099140,2025-04-15,21230,21290,20945,21080,5242,2025-04-15
source1,101680,2025-04-14,3025,3050,2960,2995,30477,2025-04-14
source1,373220,2025-04-18,340000,345000,337500,338000,99454,2025-04-21
source1,396300,2025-04-16,2190,2200,2135,2135,51209,2025-04-16
source1,425040,2025-04-21,6510,6660,6370,6550,75394,2025-04-22
source1,433850,2025-04-18,12270,12330,12135,12135,94,2025-04-18
source1,440820,2025-04-15,2125,2125,2120,2125,4275,2025-04-15
source1,474610,2025-04-14,4790,5230,4735,5230,785621,2025-04-14
source1,491820,2025-04-21,11800,11860,11500,11700,23455,2025-04-21
source1,900340,2025-04-18,1579,1611,1505,1532,539458,2025-04-18
source1,321370,2025-04-18,1199,1239,1195,1232,112080,2025-04-18
source1,347700,2025-04-22,8790,8890,8320,8690,625565,2025-04-22
source1,356680,2025-04-22,7170,7330,7100,7240,306516,2025-04-22
source1,373200,2025-04-18,727,850,715,771,4058578,2025-04-18
source1,377300,2025-04-15,28850,29100,28400,28900,230532,2025-04-15
source1,388790,2025-04-14,2345,2400,2300,2365,134754,2025-04-14
source1,404650,2025-04-16,9240,9240,9100,9100,36,2025-04-16
source1,457940,2025-04-21,2060,2060,2045,2045,407,2025-04-21
source1,491830,2025-04-17,8660,8912,8580,8912,23208,2025-04-17
source1,001065,2025-04-14,27150,27300,27100,27300,117,2025-04-14
source1,004650,2025-04-15,9450,9460,8990,9160,80393,2025-04-15
source1,017510,2025-04-14,6050,6350,5980,6130,1945389,2025-04-14
source1,025890,2025-04-21,1871,1871,1823,1854,31769,2025-04-21
source1,033180,2025-04-17,6630,6630,6630,6630,0,2025-04-17
source1,051910,2025-04-17,217000,223000,216000,221500,212064,2025-04-18
source1,056190,2025-04-17,20550,21200,20350,21200,63527,2025-04-18
source1,058450,2025-04-22,908,917,887,887,13674,2025-04-22
source1,067000,2025-04-21,1608,1616,1525,1539,219805,2025-04-21
source1,123570,2025-04-17,2460,2540,2455,2520,51394,2025-04-17
source1,155660,2025-04-18,3915,4175,3915,4150,199650,2025-04-18
source1,200350,2025-04-21,16580,16770,16330,16590,161310,2025-04-22
source1,211560,2025-04-21,19830,19885,19682,19885,1341,2025-04-21
source1,213420,2025-04-18,28500,29050,28050,28950,107568,2025-04-21
source1,252650,2025-04-15,10855,10905,10855,10900,1878,2025-04-15
source1,254120,2025-04-14,1627,1627,1595,1610,65374,2025-04-14
source1,275300,2025-04-18,8395,8430,8395,8430,3,2025-04-18
source1,291620,2025-04-15,7095,7145,7055,7075,707,2025-04-15
source1,000087,2025-04-14,15100,15300,15090,15150,1198,2025-04-14
source1,002240,2025-04-22,16950,17300,16950,17120,28981,2025-04-22
source1,003060,2025-04-21,718,730,713,726,168022,2025-04-21
source1,004545,2025-04-21,15300,15500,14500,14740,2923,2025-04-21
source1,008040,2025-04-14,1052,1063,1045,1060,677864,2025-04-14
